time,mma_peak_area,bmdo_peak_area,A1,A2,M1,M2,f1,f2,c1,c2
0.03333333333333333,8.425108250495494,0.39786273428984,8.425108250495494,0.39786273428984,1.0016556194323711,0.9955782300168619,0.5015214516360178,0.4984785483639822,0.8809138173528582,-1.4912511945927647
0.11666666666666667,8.44445154288568,0.39975492694997206,8.44445154288568,0.39975492694997206,1.0039553308360571,1.0003130937200124,0.5009086200908572,0.49909137990914276,0.880640406165478,-1.5030993191309117
0.2,8.404346006267989,0.399482344465242,8.404346006267989,0.399482344465242,0.9991872097711321,0.9996310062453824,0.4998889852837306,0.5001110147162694,0.8812072849659416,-1.5013925208254082
0.2833333333333333,8.398788671557158,0.3967551349819023,8.398788671557158,0.3967551349819023,0.9985265018755578,0.9928066667023615,0.5014361823685388,0.4985638176314612,0.8812858360962925,-1.4843158677545896
0.36666666666666664,8.40406163028549,0.4015596380567703,8.40406163028549,0.4015596380567703,0.9991534004962322,1.0048290509448201,0.49858390714836187,0.5014160928516381,0.8812113045285614,-1.5143996705164993
0.45,8.384516719453305,0.39744162795093274,8.384516719453305,0.39744162795093274,0.996829718807607,0.9945244889463731,0.5005788095990803,0.4994211904009197,0.8814875655274688,-1.4886144016000107
0.5333333333333333,8.407049866699063,0.40009871013949816,8.407049866699063,0.40009871013949816,0.9995086699725232,1.001173347847479,0.49958397240037933,0.5004160275996207,0.8811690667724688,-1.505251946677486
0.6166666666666667,8.385700596378463,0.3988071961813038,8.385700596378463,0.3988071961813038,0.9969704691623256,0.997941571986801,0.49975660510226905,0.500243394897731,0.8814708318096874,-1.4971650226861555
0.7,8.439639565856375,0.4039168004586795,8.439639565856375,0.4039168004586795,1.0033832380286205,1.0107274158071233,0.49817681869550806,0.501823181304492,0.8807084219058541,-1.529159242458031
0.7833333333333333,8.441089935016059,0.39900895034975825,8.441089935016059,0.39900895034975825,1.0035556714711182,0.9984464246422952,0.5012760343355139,0.49872396566448607,0.8806879214064516,-1.4984283234928353
0.8666666666666667,8.437033770734523,0.40108264259321436,8.437033770734523,0.40108264259321436,1.0030734367478193,1.0036354576313353,0.4998599645207409,0.5001400354792591,0.8807452539778697,-1.5114129230380748
0.95,8.485094914346126,0.40210843931096063,8.485094914346126,0.40210843931096063,1.008787394734303,1.006202325027031,0.5006414597756801,0.4993585402243199,0.8800659252433072,-1.517836036032199
1.0333333333333334,8.431771626198737,0.3985834378098638,8.431771626198737,0.3985834378098638,1.0024478238194363,0.997381657865195,0.5012666494820283,0.49873335051797174,0.8808196326904836,-1.4957639406995629
1.1166666666666667,8.420338475009132,0.400407785056748,8.420338475009132,0.400407785056748,1.001088543938823,1.0019467509147642,0.4997857733764986,0.5002142266235015,0.8809812365880617,-1.507187245438733
1.2,8.381185715035762,0.4007859180776645,8.381185715035762,0.4007859180776645,0.9964336978671057,1.0028929591700986,0.49838464082888667,0.5016153591711133,0.8815346481985362,-1.5095549573626825
1.2833333333333332,8.476052911647006,0.40128625819599506,8.476052911647006,0.40128625819599506,1.0077123969366233,1.004144968183466,0.5008866008135086,0.49911339918649145,0.8801937310296435,-1.5126878793733813
