time,f1,f1,0.002
30.05,0.4990934614473512,0.5014530409364826,0.497784705
30.13333333,0.49698913924262855,0.5007474592600349,0.499549582
30.21666667,0.49942992332895714,0.503659024,0.500428176
30.3,0.49674602661311384,0.5006063409167835,0.500106236
30.38333333,0.49858889789032484,0.5011796339106791,0.498943242
30.46666667,0.49578109123947484,0.5023941181586894,0.499479798
30.55,0.5014977539137634,0.5009681697222707,0.498078539
30.63333333,0.49964759387644253,0.5019997107359413,0.501131142
30.71666667,0.498205504,0.5021376638321507,0.501715978
30.8,0.49751169584097354,0.5014819058410308,0.499673538
30.88333333,0.49604202966025596,0.5025861698104263,0.502887112
30.96666667,0.4979089265810199,0.5029327213238522,0.501384971
31.06666667,0.4977847381359021,0.5031656168952174,0.503646447
31.13333333,0.495734045,0.5023920616358477,0.501105945
31.23333333,0.4987589259348478,0.5019922120963395,0.501668426
31.3,0.49926203446375605,0.5007003133233825,0.500918079
31.4,0.49723487533328714,0.5033192214349167,0.503380295
31.48333333,0.49812350009203404,0.503352902,0.502177706
31.55,0.499501697,0.5027046741226906,0.502753597
31.65,0.49887667647177736,0.5042979342378718,0.503084723
31.73333333,0.49786631090936706,0.5025089082208457,0.503237782
31.81666667,0.4975297198997264,0.5045552830642971,0.501724901
31.9,0.49991114619124183,0.5021337389422192,0.503885699
31.98333333,0.49821365866935563,0.5033185322951947,0.504596375
32.06666667,0.4990537163714355,0.5019404020541911,0.503811956
32.15,0.49722443069828065,0.5030892082728117,0.505614667
32.23333333,0.4985235519300553,0.5037804174236034,0.5021106
32.31666667,0.4981531290837441,0.5019940175973209,0.505230876
32.4,0.49893456604909864,0.5043965007497281,0.50556416
32.48333333,0.4984048514936474,0.5017530445027226,0.504293083
32.56666667,0.4996887983364087,0.5032972488356126,0.506919033
32.65,0.49626283042330244,0.5031549701916547,0.506563043
32.73333333,0.49874632525556917,0.5039197649230123,0.506774532
32.81666667,0.4982838694199029,0.5043352900995351,0.505004855
32.9,0.49832568149068457,0.50488754,0.505395741
32.98333333,0.49683764069328484,0.5047781021106779,0.506384938
33.06666667,0.4975180677128632,0.5061532852538143,0.505948055
33.15,0.4960216108595277,0.5033550911008863,0.50677846
33.23333333,0.49718244955108953,0.5065286886173838,0.505796307
33.31666667,0.4959797670606589,0.5061766649754996,0.507393148
33.4,0.49707808105736273,0.5071053908232603,0.505912894
33.48333333,0.49749426410363023,0.5051388896163106,0.505984002
33.56666667,0.4972065869501069,0.5071585019493258,0.505883655
33.65,0.4984784196369951,0.506879735,0.506949517
33.73333333,0.5008193670606078,0.5062619342572213,0.506412494
33.81666667,0.496871393,0.5058717257682946,0.506746193
33.9,0.49633577708380283,0.505467091,0.507229209
33.98333333,0.4982727175780596,0.5104550268196616,0.508055677
34.06666667,0.4966794267002771,0.5081264489282241,0.50562708
34.15,0.4965885004612532,0.5062769051922928,0.505398548
34.23333333,0.49745897651321574,0.5093582880409525,0.508176079
34.31666667,0.4972667533777068,0.5104414641177647,0.507613888
34.41666667,0.4963246254113364,0.5070737775087112,0.505639263
34.48333333,0.496526427,0.512177865,0.506587103
34.56666667,0.4959946846789513,0.5094842436863437,0.508110427
34.65,0.4970656389959742,0.5097631061340565,0.50556695
34.73333333,0.49711146757555474,0.5115614951447001,0.50954151
34.81666667,0.49634765398873626,0.5080711458343653,0.508733108
