time,0.2,0.35,0.5,0.65,0.8
0.116666667,0.198847797,0.349379845,0.493633056,0.649657658,0.770974154
0.283333333,0.199085523,0.351530199,0.492860463,0.651107717,0.794715611
0.45,0.198265691,0.352250848,0.49362021,0.649845357,0.810059307
0.616666667,0.196674363,0.350652383,0.492464517,0.652498326,0.88471593
0.8,0.199464938,0.350756584,0.493489183,0.647494373,0.782715267
0.95,0.203315746,0.351489922,0.493499785,0.650806421,0.802332809
1.116666667,0.201393058,0.351565299,0.493780697,0.649577918,0.774413018
1.3,0.199271545,0.350283217,0.494782109,0.655504079,0.778794315
1.45,0.199487827,0.35197207,0.495078023,0.651438684,0.729905075
1.616666667,0.200500413,0.351572416,0.497025441,0.64756305,0.76350064
1.783333333,0.204216872,0.35170582,0.496917439,0.649291783,0.761844173
1.966666667,0.201824602,0.351268977,0.498592965,0.651797721,0.776146984
2.116666667,0.200426813,0.350033439,0.498429668,0.645976655,0.760192729
2.3,0.199302356,0.352094945,0.498003511,0.647628096,0.788687568
2.483333333,0.203058998,0.349378232,0.499593171,0.648257074,0.818058521
2.65,0.202045495,0.351043567,0.498852175,0.649544434,0.737022049
2.8,0.202658355,0.350151444,0.499074037,0.648604203,0.784284991
2.966666667,0.20012768,0.351532755,0.499265065,0.651541775,0.787830554
3.15,0.198516338,0.351091754,0.499231346,0.649777334,0.807463887
3.316666667,0.199940159,0.351601892,0.498183283,0.651028182,0.761262986
3.483333333,0.201239903,0.349301003,0.498432867,0.646653813,0.826341065
3.666666667,0.195193607,0.35050882,0.498801421,0.653642245,0.792403497
3.833333333,0.19990431,0.350826031,0.498830931,0.649114606,0.832302481
3.983333333,0.198766815,0.350183923,0.497971382,0.65184125,0.786713836
4.166666667,0.201452711,0.349944718,0.498820198,0.656021803,0.765611194
4.333333333,0.202067272,0.350318413,0.49861161,0.649876044,0.800358578
4.5,0.200388369,0.35057363,0.497401323,0.650703154,0.757886464
4.666666667,0.195003234,0.351746771,0.497348258,0.64749133,0.866504295
4.833333333,0.201620316,0.350864505,0.498390639,0.652198312,0.828742862
5.016666667,0.203130669,0.350618578,0.498537011,0.651142864,0.822642002
5.166666667,0.199454462,0.351544232,0.497450934,0.649383515,0.817786259
5.333333333,0.198480772,0.350401397,0.497034722,0.647194355,0.814847986
5.5,0.202317734,0.35123468,0.49793453,0.650204741,0.782322877
5.666666667,0.197944109,0.35065672,0.496812485,0.651668024,0.761970391
5.833333333,0.199726548,0.350734815,0.496737077,0.64882304,0.8506142
5.983333333,0.201440134,0.349677669,0.497491557,0.647888964,0.805560779
6.15,0.198413811,0.350334996,0.497542716,0.649204653,0.806582662
6.333333333,0.201748835,0.350484937,0.49718363,0.648106505,0.777543952
6.483333333,0.200620099,0.350142903,0.498138812,0.651896888,0.839458532
6.65,0.200730043,0.34955304,0.500357147,0.647770304,0.795691811
6.816666667,0.201348342,0.349445137,0.501798693,0.650628512,0.844716233
6.983333333,0.20020833,0.35111027,0.501989604,0.646815402,0.849419674
7.166666667,0.198050656,0.350164735,0.501941807,0.653167811,0.767932379
7.333333333,0.201227907,0.350622572,0.502699032,0.654702786,0.747847181
7.5,0.197715584,0.350086108,0.502934376,0.647867461,0.809442755
7.65,0.198996106,0.349295212,0.5028839,0.652295074,0.815837883
7.833333333,0.202083287,0.348833222,0.503043606,0.648879434,0.814821641
7.983333333,0.201606402,0.349099557,0.503498218,0.65165156,0.804123433
8.166666667,0.200964208,0.349605787,0.503326169,0.648496087,0.741196193
8.333333333,0.200708026,0.350361322,0.503978309,0.650944517,0.760203995
8.483333333,0.201456314,0.349503034,0.503171445,0.647485236,0.77449626
8.65,0.197329118,0.351159648,0.50247631,0.648743553,0.785179539
8.816666667,0.202355966,0.348202351,0.502145013,0.649770876,0.84498111
8.983333333,0.201313542,0.349369707,0.503085352,0.650900101,0.763794118
9.15,0.199333341,0.348674824,0.501949339,0.653179438,0.762645047
9.333333333,0.19932267,0.349772714,0.501786372,0.65205344,0.827221137
9.5,0.200023922,0.349536304,0.502139157,0.652115981,0.792295692
9.65,0.20043455,0.348894703,0.502558662,0.648770528,0.788001746
9.833333333,0.19846024,0.349902327,0.50174708,0.645580496,0.846564601
10,0.201226798,0.350325564,0.501564659,0.646552525,0.81765065
10.15,0.200291137,0.349758289,0.501197282,0.655707702,0.774218164
10.31666667,0.202547581,0.349568558,0.502119327,0.654198348,0.803708699
