Wavenumbercm-1,05:00:00
4000,0.0496929938535245
3996,0.0500604935813202
3992,0.0501741570495114
3988,0.0499795681207515
3984,0.0498311188569659
3980,0.0499507510455152
3976,0.0501888610826322
3972,0.0503730536310504
3968,0.050558154804312
3964,0.05084164769858
3960,0.0511596409479185
3956,0.0513397817074718
3952,0.0512555059961514
3948,0.050963036905198
3944,0.0507676862601777
3940,0.0510111189007729
3936,0.0516565744400635
3932,0.0522248750289197
3928,0.0523338535454725
3924,0.0520784900344726
3920,0.0517534141122872
3916,0.0515129469588899
3912,0.0514833501883297
3908,0.0518951848907444
3904,0.0527203267738953
3900,0.0533251868888141
3896,0.053162045002364
3892,0.0524925578056839
3888,0.0517935639573887
3884,0.0512140869832573
3880,0.050833694327552
3876,0.0508893434283762
3872,0.0513524636712156
3868,0.051638229902249
3864,0.0513397859007849
3860,0.0508541225231645
3856,0.050671184573845
3852,0.0506350549781321
3848,0.0504527017026901
3844,0.0504026534788792
3840,0.0507334967140307
3836,0.0509754548617144
3832,0.0506338363608452
3828,0.0501997720131039
3824,0.050275199274674
3820,0.0504682859379228
3816,0.0499611951363381
3812,0.0490302377554614
3808,0.0485499036250009
3804,0.0485407866250328
3800,0.0482808531923781
3796,0.0476574210672193
3792,0.0472648742033885
3788,0.0471437726040863
3784,0.0468576782404949
3780,0.0464815182791373
3776,0.0466575975700944
3772,0.0474579163655286
3768,0.0480423819503546
3764,0.0478549335106688
3760,0.0474532536054948
3756,0.047524023105683
3752,0.0479390436578951
3748,0.0481701929588497
3744,0.0481799255495358
3740,0.0481448346690578
3736,0.0478739736352918
3732,0.0472143653546957
3728,0.0464570435881147
3724,0.0458621788419462
3720,0.0454442564376028
3716,0.0453432416001255
3712,0.0457606524298567
3708,0.0463733213352363
3704,0.046556939831897
3700,0.0463957198247567
3696,0.0464723694997587
3692,0.0468094598152019
3688,0.0467956012210313
3684,0.0464130174972834
3680,0.0465495810222459
3676,0.047477628527951
3672,0.0479543197210838
3668,0.04704125921354
3664,0.0460391084374179
3660,0.0465474628689409
3656,0.0485153880564726
3652,0.0500439329415997
3648,0.049282278696907
3644,0.0472005106115184
3640,0.0459663932833912
3636,0.0461893954606895
3632,0.0470920550585147
3628,0.0478281089164139
3624,0.0484203511464989
3620,0.0492226075922059
3616,0.0498989686827756
3612,0.0498657459291904
3608,0.0494945766525374
3604,0.0498991936793817
3600,0.0512917777191984
3596,0.0527018709107185
3592,0.0533378268693211
3588,0.0535184611621809
3584,0.0539435564156912
3580,0.0545507013667788
3576,0.0550835558887784
3572,0.0558562522989663
3568,0.0572615214000625
3564,0.0589580869673395
3560,0.060285677130664
3556,0.0612378381075142
3552,0.0620345683950296
3548,0.0623409942496364
3544,0.0619184217676544
3540,0.0615695651306027
3536,0.0622560423145649
3532,0.0637212955675139
3528,0.0648672594111084
3524,0.0651847729095334
3520,0.0650875400631288
3516,0.0648587829193559
3512,0.0644736373291979
3508,0.0642320567238351
3504,0.0645904264323295
3500,0.0654561415512717
3496,0.0663894828756074
3492,0.0671754942485975
3488,0.0675880717353296
3484,0.0671647068734089
3480,0.0660251815002711
3476,0.0653111743416688
3472,0.0658463462223153
3468,0.0669435662820171
3464,0.0674230717062901
3460,0.0673035463830244
3456,0.0675531916433294
3452,0.0685364234691374
3448,0.0698220776531117
