0.033333333,0.300276264,0.502332845,0.699248899
0.116666667,0.290056399,0.505716814,0.698995666
0.2,0.289864762,0.504962708,0.695273743
0.283333333,0.28976549,0.508175103,0.69545261
0.366666667,0.292329044,0.509878808,0.701828319
0.45,0.291881682,0.505015862,0.697355167
0.533333333,0.292933979,0.501579248,0.700091512
0.616666667,0.289664941,0.501913261,0.710280535
0.7,0.281133284,0.508332149,0.708050322
0.783333333,0.282037422,0.506123683,0.697955206
0.866666667,0.298530671,0.505843526,0.702265037
0.95,0.291946181,0.506429025,0.697938633
1.033333333,0.285292371,0.503575442,0.693287888
1.116666667,0.287102149,0.503525466,0.695069947
1.2,0.2832727,0.497722015,0.696595477
1.283333333,0.285045279,0.499032755,0.695691932
1.366666667,0.279521922,0.496889423,0.702177271
1.45,0.272773326,0.501412358,0.704531487
1.533333333,0.280534015,0.50169825,0.70001312
1.616666667,0.274307973,0.506143163,0.703431122
1.7,0.284906099,0.500505004,0.699895708
1.783333333,0.271831777,0.505051812,0.703821356
1.866666667,0.270698169,0.498821352,0.698589265
1.95,0.272564611,0.50226434,0.704299088
2.033333333,0.266193285,0.501639225,0.702939914
2.116666667,0.263071296,0.503440244,0.705106589
2.2,0.274089148,0.504124477,0.704437175
2.283333333,0.269357067,0.49659703,0.691871386
2.366666667,0.259791545,0.50250047,0.699583823
2.45,0.275499211,0.498116199,0.70201696
2.533333333,0.272419175,0.500358081,0.696832425
2.616666667,0.266722118,0.499187099,0.696641689
2.7,0.247170587,0.500896677,0.691684766
2.783333333,0.264842037,0.505047841,0.703729854
2.866666667,0.261795763,0.507153741,0.697884011
2.95,0.26198875,0.503754734,0.698238877
3.033333333,0.255355737,0.497685427,0.697928048
3.116666667,0.261957223,0.504538746,0.69887918
3.2,0.257623953,0.505301185,0.705999393
3.283333333,0.261138516,0.503104907,0.700418117
3.366666667,0.241997692,0.502584074,0.693667138
3.45,0.249772745,0.502848004,0.703636707
3.533333333,0.253288818,0.506211896,0.701126402
3.616666667,0.244298458,0.500921071,0.700347507
3.7,0.233121562,0.496408443,0.697404589
3.783333333,0.247926802,0.497230343,0.699779694
3.866666667,0.245764681,0.496828851,0.705039653
3.95,0.261128633,0.497957888,0.694241724
4.033333333,0.259230168,0.497385573,0.703710614
4.133333333,0.262756806,0.490073893,0.706765004
4.2,0.258125292,0.492873723,0.701778224
4.283333333,0.2576745,0.493405346,0.693046595
4.366666667,0.261290319,0.48918423,0.7062386
4.45,0.245003893,0.490936643,0.702615729
4.55,0.280170108,0.492447531,0.707284722
4.633333333,0.279540214,0.492038318,0.699257777
4.7,0.259240331,0.486717706,0.698934197
4.783333333,0.273413313,0.479619517,0.695053977
4.866666667,0.258840097,0.492761781,0.696085591
4.95,0.263911872,0.482698195,0.69688474
5.033333333,0.279413203,0.480673604,0.691205587
5.116666667,0.261678232,0.47743571,0.693198418
5.2,0.268104872,0.486480579,0.691508343
5.283333333,0.269577106,0.475539528,0.687907923
5.383333333,0.260537897,0.483232782,0.696838111
5.45,0.253262414,0.481271102,0.703687244
5.533333333,0.254977341,0.483097216,0.692025183
5.633333333,0.261335568,0.487921798,0.695198717
5.7,0.255387431,0.491223806,0.692912477
5.783333333,0.263132551,0.487697455,0.702559157
5.866666667,0.264804681,0.488387232,0.688906377
5.95,0.258819131,0.494141453,0.689639625
6.05,0.274615913,0.488225086,0.689618256
6.116666667,0.265516272,0.485481953,0.702031603
6.2,0.287267697,0.489834183,0.694158096
6.283333333,0.283188254,0.491401032,0.684871897
6.366666667,0.280034967,0.491264015,0.694276033
6.45,0.283096349,0.486302076,0.694758442
6.533333333,0.292075051,0.480489982,0.702240829
6.633333333,0.288206987,0.48034053,0.690013137
6.7,0.294694216,0.485408957,0.704894983
6.8,0.287154544,0.486542576,0.691326002
6.866666667,0.293548828,0.485490011,0.691295516
6.95,0.286958015,0.486091405,0.694478968
7.033333333,0.27751871,0.481000596,0.699425634
7.133333333,0.284181969,0.482551927,0.70096378
7.216666667,0.277215059,0.489852808,0.699876081
7.283333333,0.280672066,0.481167138,0.704257039
7.366666667,0.283024492,0.481255119,0.700916728
7.466666667,0.277301344,0.484877547,0.690898387
7.533333333,0.282577317,0.492573131,0.706849622
7.616666667,0.26352685,0.483620565,0.697820479
7.7,0.270428788,0.490061113,0.698243815
7.8,0.276159965,0.490500647,0.69887382
7.883333333,0.286469814,0.486985653,0.702894999
7.966666667,0.280244868,0.486537902,0.708834776
8.05,0.293092617,0.493313864,0.700524751
8.133333333,0.30364388,0.491403554,0.700758261
8.216666667,0.298411527,0.487924327,0.706887016
8.3,0.295930439,0.496043355,0.704877226
8.383333333,0.302812487,0.491852838,0.70673918
8.466666667,0.303749895,0.483113305,0.701272044
8.55,0.310204641,0.486046917,0.696688329
8.633333333,0.316102372,0.489523741,0.708626076
