Wavenumbercm-1,04:00:00
4000,0.0498934387312056
3996,0.050182493644629
3992,0.0499903081140561
3988,0.0495794533841998
3984,0.0494194723876142
3980,0.0496272953141516
3976,0.0498853736539474
3972,0.0498882345050493
3968,0.0496509513707628
3964,0.049423225225881
3960,0.0494209332781967
3956,0.0496155254507764
3952,0.0497448741145972
3948,0.0496189396260121
3944,0.0494758801013672
3940,0.049797484166784
3936,0.0506684428517723
3932,0.0515501660408052
3928,0.0518628267216681
3924,0.051531639858814
3920,0.0508901036866639
3916,0.0503824680224809
3912,0.0504097875207216
3908,0.0511776755902861
3904,0.052391395525585
3900,0.0532317627233622
3896,0.0532658764879409
3892,0.0528526535319527
3888,0.0522461754943319
3884,0.0513580098337045
3880,0.0504662062368164
3876,0.0502580382267461
3872,0.0509060227400761
3868,0.0517135201441186
3864,0.0520932612681106
3860,0.0522719571962159
3856,0.0523595434325882
3852,0.0518166511547141
3848,0.0506721396591026
3844,0.0499251645370832
3840,0.0500413167766659
3836,0.0502742312340381
3832,0.0499176130169316
3828,0.0495846695349086
3824,0.0499206713076817
3820,0.0502445746858983
3816,0.0495304602883654
3812,0.0483284514089426
3808,0.0478114870997516
3804,0.0478684566107733
3800,0.0475288692814835
3796,0.0468295223457761
3792,0.0466706467975487
3788,0.0470060120808106
3784,0.046955600898522
3780,0.0462737636760653
3776,0.0457364115236882
3772,0.0457918094568996
3768,0.0460067982557744
3764,0.0461664335406538
3760,0.046834954091271
3756,0.0483054574348433
3752,0.0497898090111223
3748,0.0501963976071964
3744,0.0496491575772673
3740,0.0489009494902945
3736,0.0480605335032266
3732,0.047143278153909
3728,0.0465662733539158
3724,0.046403546148866
3720,0.0461826658000039
3716,0.0457057308970662
3712,0.0453807450566431
3708,0.0455109960691402
3704,0.0458508272210678
3700,0.0462255580626936
3696,0.0467532550454204
3692,0.0472269757867834
3688,0.0471654066317357
3684,0.0468654473490695
3680,0.0472439995631246
3676,0.0482150152547603
3672,0.0481819657767804
3668,0.0464590287537212
3664,0.0449866375388098
3660,0.0456686261956574
3656,0.0485178898046939
3652,0.0513086570621822
3648,0.0511132713345275
3644,0.0482972034143464
3640,0.045862180513079
3636,0.0456058244109965
3632,0.047127600926902
3628,0.0486533709707242
3624,0.0489965036091723
3620,0.0488341574177369
3616,0.049149842224523
3612,0.0496537962367474
3608,0.0495940384183531
3604,0.0492788244465481
3600,0.0496282282901899
3596,0.0507966758685385
3592,0.0521895688338561
3588,0.0533270438421072
3584,0.0543309918669548
