Wavenumbercm-1,02:00:13
4000,0.0456702580256103
3996,0.0460621760127327
3992,0.0463251584222237
3988,0.0463172021908945
3984,0.04635097133615
3980,0.0465955232679798
3976,0.0468391973163809
3972,0.0468661210813187
3968,0.0467554231930289
3964,0.0467619270154638
3960,0.0470500888676536
3956,0.0475311313020833
3952,0.04787360240733
3948,0.0478111628195382
3944,0.0475138783502144
3940,0.0474249691247824
3936,0.0477043530096291
3932,0.0480478674022647
3928,0.04809918209936
3924,0.047769779579608
3920,0.0471914425296496
3916,0.0467304197955547
3912,0.0469772786990258
3908,0.0482891132867262
3904,0.0501007949165986
3900,0.0510551565108312
3896,0.0506994604663373
3892,0.0499985545859015
3888,0.0496824770699645
3884,0.049533551403778
3880,0.0492722977985429
3876,0.0491634320846686
3872,0.0493367903794591
3868,0.049390793153804
3864,0.0491967990325399
3860,0.0492053824098107
3856,0.0493912919177252
3852,0.0489556380185329
3848,0.0478298636926953
3844,0.0471008390479687
3840,0.0472836390990659
3836,0.0475895269171328
3832,0.0473333279083826
3828,0.0471901472387384
3824,0.0477200620443651
3820,0.048078010054004
3816,0.0473022181352386
3812,0.0462373553893636
3808,0.0460826605875108
3804,0.0463641894047502
3800,0.0457386807108053
3796,0.0443924897188077
3792,0.0436615747985864
3788,0.0436859113095361
3784,0.0436323828454128
3780,0.0432650953530598
3776,0.0431984573781922
3772,0.0436046518674017
3768,0.0439270185860198
3764,0.0440884117023377
3760,0.0448062895556014
3756,0.0463047121808155
3752,0.0477277762061943
3748,0.04823073387779
3744,0.0481903631835218
3740,0.0481308140557447
3736,0.0476638666882763
3732,0.0464817604340024
3728,0.0451569409113027
3724,0.0443945730504204
3720,0.0444099652538237
3716,0.0450626483368806
3712,0.0457047899964541
3708,0.0452823194237741
3704,0.0437628604861235
3700,0.0426949772039909
3696,0.0432697472346341
3692,0.044686914165893
3688,0.0451658814336665
3684,0.0447735999166005
3680,0.0452737652578082
3676,0.0468652648463895
3672,0.047160781391029
3668,0.0448862392421382
3664,0.0425487652581641
3660,0.0425995310499602
3656,0.0450388625976064
3652,0.0477875631103149
3648,0.0483766033469479
3644,0.0469332548708643
3640,0.0455399250234953
3636,0.0453019124800044
3632,0.0458473088507637
3628,0.0462920508271385
3624,0.046503148076539
3620,0.0472785433942806
3616,0.0488364403145099
3612,0.0500401361794112
3608,0.0498533442966616
3604,0.0489712541320751
3600,0.0488112089509259
3596,0.0497037869425404
3592,0.0509855143046789
3588,0.0520634454645628
3584,0.0529004741074234
3580,0.0536835986800956
3576,0.054744489018101
3572,0.0564252513348705
3568,0.0583708872696038
3564,0.059489348636169
3560,0.0595815096013758
3556,0.0599452481429298
3552,0.0612678874841798
3548,0.0623673655590961
3544,0.0621568977464948
3540,0.0619193418175259
3536,0.0635439989570967
3532,0.0665159659804627
3528,0.0684443560972488
3524,0.0681619420405229
3520,0.0668684908416434
3516,0.065796283330204
3512,0.0651133032597604
3508,0.0650257533521138
3504,0.0658420031905617
3500,0.0669038954197349
