1,0.493261202,0.503352387
2,0.496029446,0.498759065
3,0.498869605,0.498854732
4,0.498575205,0.498514148
5,0.49818484,0.498615771
6,0.497243551,0.498033865
7,0.499501767,0.496989915
8,0.50283349,0.495740861
9,0.503030433,0.494813165
10,0.501957545,0.494938351
11,0.501747827,0.493995114
12,0.501184078,0.493595332
13,0.500725642,0.492186086
14,0.500058356,0.491711021
15,0.499870871,0.49146397
16,0.499358272,0.489883201
17,0.498981919,0.489454277
18,0.498574206,0.488398867
19,0.498244879,0.487445573
20,0.49969751,0.487256783
21,0.503453488,0.48763725
22,0.503967376,0.48661387
23,0.503380681,0.485644596
24,0.502708859,0.484638563
25,0.502766443,0.483762423
26,0.502090506,0.483377625
27,0.501996301,0.481064866
28,0.501576176,0.479976321
29,0.501229602,0.478363859
30,0.500613849,0.477810011
31,0.500392818,0.47607332
32,0.49987337,0.475039311
33,0.499606374,0.474122015
34,0.499215078,0.473047097
35,0.499036987,0.471625906
36,0.497972868,0.471221094
37,0.498266632,0.470998084
38,0.498690242,0.469117771
39,0.50282304,0.467907298
40,0.503651737,0.46724084
41,0.503412437,0.466738371
42,0.502804905,0.465361139
43,0.502588904,0.465120727
44,0.502482004,0.464506727
45,0.502335451,0.462432804
46,0.501924354,0.462475779
47,0.501757615,0.461394183
48,0.501296517,0.460809655
49,0.501098716,0.460361935
50,0.500742847,0.459206783
51,0.500398034,0.45856249
52,0.500521619,0.457832063
53,0.499736712,0.456309295
54,0.499285821,0.455839117
55,0.499111276,0.455372198
56,0.498499135,0.454327127
57,0.498803556,0.454215879
58,0.49840172,0.453131815
59,0.501068198,0.451533575
60,0.503250219,0.450726218
61,0.502876442,0.450198876
62,0.50235997,0.448647937
63,0.50226485,0.448359075
64,0.501849868,0.447594142
65,0.501712501,0.446807178
66,0.501297108,0.446500615
67,0.500857577,0.444960711
68,0.501224321,0.444759289
69,0.500637494,0.443468346
70,0.500134323,0.443356754
71,0.500098771,0.442050321
72,0.499724944,0.442308933
73,0.499748382,0.439964731
74,0.499393551,0.43984192
75,0.499098073,0.439828829
76,0.498771535,0.439043936
77,0.498586668,0.438199606
78,0.500154641,0.436641853
79,0.504575625,0.436060187
80,0.504354841,0.435450943
81,0.504075217,0.434798594
82,0.503602303,0.433701047
83,0.503434717,0.433091753
84,0.50366287,0.432525033
85,0.503267866,0.432113733
86,0.502674628,0.430669482
87,0.502478873,0.42995281
88,0.502240898,0.428955504
89,0.502449039,0.427935481
90,0.501721093,0.427469902
91,0.50148245,0.426812922
92,0.501410082,0.426476914
93,0.500955853,0.424445487
94,0.500868816,0.424531013
95,0.500511244,0.424420585
96,0.500191646,0.422997695
97,0.500231901,0.422322448
98,0.499917843,0.421982181
99,0.499734046,0.420513156
100,0.49949136,0.419898724
101,0.499319407,0.419058289
102,0.499347014,0.418441812
103,0.498761594,0.41794787
104,0.498414523,0.417510013
105,0.498334086,0.4170645
106,0.49817944,0.416832437
107,0.500496382,0.415303174
108,0.503211357,0.415012831
109,0.502676563,0.413762839
110,0.502769822,0.414081211
111,0.502258636,0.413030939
112,0.502127271,0.412404658
113,0.501661859,0.411752188
114,0.501635322,0.41147219
115,0.501495749,0.410617809
116,0.50095818,0.409853985
117,0.501187515,0.408591611
118,0.500856933,0.407971347
119,0.500546334,0.406516103
120,0.500590964,0.40799735
121,0.500136017,0.405728467
122,0.499796597,0.405552227
123,0.500192967,0.404364744
124,0.499361291,0.403894478
125,0.499141789,0.403392549
126,0.499169374,0.402572658
127,0.498469709,0.402591778
128,0.498495672,0.401308034
129,0.498078949,0.400851587
130,0.501918138,0.400408823
131,0.502271376,0.399970745
132,0.502142405,0.398871935
133,0.502147356,0.398981599
134,0.502048127,0.398471071
135,0.502057499,0.39742078
136,0.501826832,0.396203445
137,0.502188387,0.395668557
138,0.501969505,0.395185192
139,0.502086822,0.395018091
140,0.502132992,0.394782894
141,0.502048977,0.39335047
142,0.502151567,0.392822905
143,0.50208684,0.392243907
144,0.501990341,0.391645798
145,0.501614015,0.39192665
146,0.502130394,0.391203102
147,0.501938212,0.390717447
148,0.501787582,0.390020665
149,0.501853964,0.38906456
150,0.501930942,0.388628074
151,0.501863532,0.387587016
152,0.501782118,0.386618615
153,0.50163499,0.385591432
154,0.501505482,0.385713623
155,0.501696329,0.385419551
156,0.501821055,0.384233428
157,0.501468155,0.383746012
158,0.501705003,0.383434206
159,0.501811923,0.382784295
160,0.501665268,0.38190814
161,0.501462277,0.381299208
162,0.502039411,0.380130281
163,0.501978107,0.380875829
164,0.501126894,0.379876336
165,0.501484906,0.378387236
166,0.50162115,0.379296977
167,0.501230838,0.377926119
168,0.501545061,0.378440675
169,0.501641887,0.376790301
170,0.501412348,0.376405618
171,0.501548858,0.375422427
172,0.501242973,0.375172496
173,0.501272945,0.374696521
174,0.50092741,0.374583588
175,0.501205395,0.374008126
176,0.501140372,0.372891187
177,0.501101893,0.372631161
178,0.500913444,0.372078125
179,0.501230852,0.372469216
180,0.50120455,0.370824302
181,0.501013413,0.370851792
182,0.500758089,0.369958555
183,0.500872056,0.368622197
184,0.500792227,0.369205137
185,0.500838541,0.36755697
186,0.500906018,0.36735421
187,0.500872222,0.367222841
188,0.500752333,0.366808096
189,0.500847469,0.366204685
190,0.500517727,0.365082393
191,0.500983352,0.365458802
192,0.500682841,0.363863931
193,0.500382229,0.3644261
194,0.500257327,0.36294112
195,0.500344194,0.363084184
196,0.500578975,0.362015498
197,0.50036396,0.361708398
198,0.500412117,0.36102014
199,0.500211334,0.360140442
200,0.50027292,0.3595594
