Wavenumbercm-1,01:00:13
4000,0.0436020973739025
3996,0.0437241505518349
3992,0.043613750512095
3988,0.0433650240999525
3984,0.0433687305665329
3980,0.0436345915343231
3976,0.0438992363283615
3972,0.0441682041769108
3968,0.0445461292858949
3964,0.0447801914880966
3960,0.0446248620754777
3956,0.0444163133054754
3952,0.0446623396909388
3948,0.0451934452442788
3944,0.0453821913580271
3940,0.0451444946813914
3936,0.0449733060331954
3932,0.0450730322423309
3928,0.0451382206702858
3924,0.0450107060911931
3920,0.0449743823661984
3916,0.0452902307395195
3912,0.0459340058930446
3908,0.046828044375029
3904,0.0477759452230819
3900,0.0482795549073713
3896,0.0480589512270589
3892,0.0474647686395741
3888,0.0469078094266488
3884,0.0464432216452744
3880,0.0461118420317819
3876,0.0461752344452279
3872,0.0466208018761282
3868,0.0468659134197055
3864,0.046546271306408
3860,0.0461191234250088
3856,0.0460110653379942
3852,0.0458553866024955
3848,0.0452789823294936
3844,0.0447907888983596
3840,0.0449075839370355
3836,0.0452348264212231
3832,0.0451255125539897
3828,0.0448851963161942
3824,0.0450270777072875
3820,0.0450977930001498
3816,0.044368756830202
3812,0.043400175739024
3808,0.0431770356493267
3804,0.0434026691874792
3800,0.0428461340654822
3796,0.0414435707379308
3792,0.0404468835303553
3788,0.0403281760323211
3784,0.0404926821033266
3780,0.0404670509481779
3776,0.0405407484801987
3772,0.0409615625054234
3768,0.0413583413247586
3764,0.0415245085743348
3760,0.0420426057403573
3756,0.0434797304316024
3752,0.0454802530646677
3748,0.046939703783584
3744,0.0472598752427573
3740,0.0466837907784114
3736,0.0455053213169045
3732,0.0440724015370185
3728,0.0429140685898732
3724,0.0421905972673109
3720,0.0416648835537716
3716,0.041282327232989
3712,0.0411486774996463
3708,0.0410314535911734
3704,0.0406512922097719
3700,0.0404225678886583
3696,0.0410257821697479
3692,0.0422929055883946
3688,0.0431705337322689
3684,0.0433140942983133
3680,0.0436032219186852
3676,0.0444074359523859
3672,0.0445976309228091
3668,0.0433808984803817
3664,0.0421010863874273
3660,0.0423157824280751
3656,0.0441114824901382
3652,0.0457937246666987
3648,0.0452137522876743
3644,0.0428112076043089
3640,0.0409564790009812
3636,0.0410187979817359
3632,0.0425440234429838
3628,0.0439897422014419
3624,0.0445158233254462
3620,0.0449172280807434
3616,0.0460065982523547
3612,0.0472315805328171
3608,0.0477085431329256
3604,0.0477942806973565
3600,0.0484622903224606
3596,0.0498238987312533
3592,0.0512724622327682
3588,0.0525049920383264
